scantime,hash,name,address,postcode
1595838572,c8grXIwIx9IgBUqLfrYygw,"Duke of York","130-134 Victoria Street",SW1E5LA
1595838572,7bBl9gTEHaFBWBbE7tSTuw,"Ole & Steen Victoria","1 Sir Simon Milton Square, Greater London",SW1E5DJ
1595838572,5FSWx4cp78eAuOxqvgbxMw,"Shake Shack Victoria","172 Victoria Street",SW1E5LB
1595838572,/GXa7t/kprWoTE6WoBbn+w,"Greenwood Sports Pub & Kitchen","170 Victoria Street, Greater London",SW1E5LB
1595838572,KRqf571/Vo0WkBCJD50AfQ,"Island Poke Victoria","Basement to Ground Floor, 137 Victoria Street, Greater London",SW1E6RD
1595838572,tR97zRWMP3t8lda8H5Ffaw,"Wasabi Sushi & Bento","161 Victoria Street, Greater London",SW1E5NA
1595838572,9N0dhvoaNE24jWz918OBGQ,"Pure Victoria Street","131 Victoria Street, Greater London",SW1E6RD
1595838572,jA0qnUrXDJHhyHquvqf7mQ,"MCDONALD'S 8","155 VICTORIA STREET, LONDON",SW1E5NA
1595838572,LZu26d3cMn9+Tg8YnFaGrw,Adrians,"50-52, Buckingham Palace Road, Greater London",SW1W0RN
1595838572,XC0bd1NG/MHyNS/X+dFZJw,"Chez Antoinette Victoria","22 Palmer Street, Greater London",SW1H0PH
1595838572,qdlcEhPpIH9uRxv2mIt8Qw,"noura brasseries","16-17, Hobart Place, Greater London",SW1W0HH
1595838572,lb+z46U8cHSxxXEhG7IKlw,"Chutney Mary ","72-73, St. James's Street, Greater London",SW1A1PH
1595838572,zXJZur7ePuD1t9CG01TDQQ,Bleecker,"205 Victoria Street, Greater London",SW1E5NE
1595838572,g1GLE6989l0sa999qbl5rA,"The Stafford Hotel","16-17, St. James's Place, Greater London",SW1A1NJ
1595838572,42kHqWlxDwzMNP4bztEopw,"The Tea Terrace Restaurant and Tea Room - London Victoria Branch","101 Victoria Street, Greater London",SW1E6QT
1595838572,oRopceltiA5xbga4IneGNA,"The Athenaeum Hotel","116 Piccadilly, Greater London",W1J7BJ
1595838572,6uCQGZ06MrD9cG0Ai201tA,"Lime Orange","Basement and Ground Floor, 312 Vauxhall Bridge Road, Greater London",SW1V1AA
1595838572,750MyGZqHr38bVnbDYn1Zw,"Royal Overseas League","Overseas House, Park Place, Greater London",SW1A1LR
1595838572,ESw1N4fPHHAlNDRWaP/0aw,"Hard Rock Café London","150 Old Park Lane, Greater London",W1K1QZ
1595838572,83N1dDW4ASAtTwfMSQStFw,"Emmelines Lounge","22-28, Broadway, Greater London",SW1H0BH
1595838572,5+6itnCplbWhVt6tF09oUQ,"THE ROYAL AIR FORCE CLUB","128 Piccadilly, Greater London",W1J7PY
1595838572,NTfT3FrFEY4JkEALEJXptw,"El Pirata of Mayfair","5-6, Down Street, Greater London",W1J7AQ
1595838572,LZ5k7cSHU89pxo6iO7CyQA,OLIVOMARE,"10 Lower Belgrave Street, Greater London",SW1W0LJ
1595838572,DMk0SDB2CbeNT6rwHYbWjg,"Blue Boar Restaurant","45 Tothill Street, Greater London",SW1H9LQ
1595838572,X3FZCl4rJbki0YJevGrA/Q,"Blue Boar Bar","45 Tothill Street, Greater London",SW1H9LQ
1595838572,8Z+PBQE3cgl1xk+KW7Zlyg,"BA Broadway ","23 Victoria Street ",SW1H0HA
1595838572,ZRxja0DKqD1bjiPy/Eqwrw,"Uni Restaurant","18a, Ebury Street, Greater London",SW1W0LU
1595838572,8krkDwbcorbX8scQMimWaQ,"Horse and Groom","7 Groom Place, Greater London",SW1X7BA
1595838572,gqxwKE7KYFDE/sgDnPoffA,"L'Artiste Muscle ","1 Shepherd Market, Greater London",W1J7PA
1595838572,m6ilpIufsZnxTBS9Vri0tg,"St James caffè ","Ground Floor, 41 Pall Mall, Greater London",SW1Y5JG
1595838572,9IEkyRK9uI0g3O5w2t5gkw,"Tiger Cookies","8-10, Shepherd Street, Greater London",W1J7JE
1595838572,LdXL1pj19K4Q8/Rg4tp1XQ,"Casa Maria","18 Greencoat Row, Greater London",SW1P1PG
1595838572,/WPfbg/VUTelvHPTcTxQ0A,"Kitty Fisher's","10 Shepherd Market, Greater London",W1J7QF
1595838572,Gn3FE7iRAIGGT/KSON5w9w,"Blanche eatery ","29 Strutton Ground, Greater London",SW1P2HY
1595838572,CeESVEJPlQWNSrhyW3ecUA,BAGELICIOUS,"27 Strutton Ground, Greater London",SW1P2HY
1595838572,/po9uiWpTfkpZTzokkVFuA,"Windsor Caste","23 Francis Street",SW1P1DN
1595838572,M94GzH06Ar/fQVAZVFQ9RA,"Cafe Murano St James's","33 St. James's Street, Greater London",SW1A1HD
1595838572,h2GTgVYE7CHdFnFiju1cng,"Burger & Lobster ","29 Clarges Street, Greater London",W1J7EF
1595838572,J7xMGbh3QZQ5/96x8nMULg,"Kiku Restaurants Limited","17 Half Moon Street, Greater London",W1J7BE
1595838572,1IPDWzGopsaIOwZBjkaCww,"The Wolseley","160 Piccadilly, Greater London",W1J9EB
1595838572,H7ipkgYpEQdl+Y4D1reV8w,"Coffee Republic","10 Rochester Row, Greater London",SW1P1BS
1595838572,DSNw6GiXFUV8M+hCQQPcwg,"The Kebab Station","In front of 24, Strutton ground , Westminster ",SW1P2HY
1595838572,X/AnavrhiBvKGF24e5y9VQ,"CAVIAR HOUSE & PRUNIER","161 Piccadilly, Greater London",W1J9EA
1595838572,T8YcNVeD/NCibnS9YMhiDA,"Nobu London (Old Park Lane)","19 Old Park Lane, Greater London",W1K1LB
1595838572,WFzIExVhbrWZHoNHMnd99A,"Beiteddine Express","19 Clarges Street, Greater London",W1J8AG
1595838572,0xLaLankUJFGiHk7+KMcSA,"NOVIKOV RESTAURANT & BAR","50a, Berkeley Street, Greater London",W1J8HA
1595838572,bfjsA1Eyz/JDVADexLYVog,"THE GRAND BY CONCERTO","67-68, Piccadilly, Greater London",W1J0HJ
1595838572,8fRF9yCwgLkoXIKQkyfZew,"The East India Club","16 St. James's Square, Greater London",SW1Y4LH
1595838572,mih8bQ2Ph+iLsRdwfs1Z2Q,CHEQUERS,"16 Duke Street, Greater London",SW1Y6DB
1595838572,kUxHidI0uVAIZ3YqWkv/fg,"Pure Victoria Station","Units 23-24, Victoria Station",SW1W9SJ
1595838572,w/+wqr81tNsKAcZNA9PjMw,"Murano Restaurant","20 Queen Street",W1J5PP
1595838572,zLp+0zWvNteauaHTiATC8w,"Tamarind of Mayfair","20-22, Queen Street, Greater London",W1J5PR
1595838572,f09JYH0G2DWoAl2vUyBBWg,"The Lanesborough","The Lanesborough Hotel, 1 Lanesborough Place",SW1X7TA
1595838572,40UMDpplT3dCCoeDtVLbRg,"CAFFE CONCERTO - GREEN PARK","61 Piccadilly, Greater London",W1J0DY
1595838572,zWPvk4UVRs4nYTDz2lM9hQ,Richoux,"172 Piccadilly, Greater London",W1J9EJ
1595838572,zyS1XfgRZGjjs5p6f4P1Gw,NOURA,"16 Curzon Street, Greater London",W1J5HP
1595838572,pYtqM+APCDcR8knWtxZJ2Q,"Doubletree by Hilton London Victoria","2 Bridge Place, Greater London",SW1V1QA
1595838572,N7kW8FA7d8mACic4SFYQxQ,"Queens of Mayfair","17 Queen Street, Greater London",W1J5PH
1595838572,5zMHfcgUVYYCnHqFeLPinw,"The Cavendish London","81 Jermyn Street, Greater London",SW1Y6JF
1595838572,XxbRTJIlWYc+y9m3nSBiZA,"Rosa's Thai Cafe","25 Gillingham Street, Greater London",SW1V1HN
1595838572,/JB3p1bfSrUNRoer9UFnkg,"Cojean Berkeley St","13 Berkeley Street, Greater London",W1J8DU
1595838572,6lktHHF8bY25LwTL6dVzGw,Gymkhana,"42 Albemarle Street, Greater London",W1S4JH
1595838572,DSQgkmcURSWEGtsK1GGuew,Laduree,"71/72 Burlington Arcade",W1J0QX
1595838572,LioP2NJwRoEE1N4EGOj4XA,"The Chesterfield Mayfair","35 Charles Street, Greater London",W1J5EB
1595838572,K5QACl0NGS1DyfAoDGBhzA,"The Reform Club","104-105, Pall Mall, Greater London",SW1Y5EW
1595838572,5pLf7PswqcgouIX2Q/DBRQ,"Gustoso Ristorante Enoteca","35 Willow Place, Greater London",SW1P1JH
1595838572,duLNDonQFXcM01n7uEbvMA,"CRAVE 4 Lebaneats","18 Lansdowne Row, Greater London",W1J8QF
1595838572,N2Xc9wA7s2J0K4BbJhY+hw,"Babbo Restaurants Limited","39 Albemarle Street, Greater London",W1S4JQ
1595838572,tXefNOV5z1sXFkQGKTswNQ,"Fitzmaurice House ltd t/a the Lansdowne Club","The Lansdowne Club, 9 Fitzmaurice Place, London",W1J5JD
1595838572,9NH/WIOQnMqGRRQufuXKxw,OLIVO,"21 Eccleston Street, Greater London",SW1W9LX
1595838572,pJTELk+EfQT/akQ+SjOtbw,"B Bistro","22-24 Lansdowne Row, Greater London",W1J8QL
1595838572,FTMO3ksQUO+VTitQjyd5fw,"Ole & Steen Eccleston Place","31 Eccleston Place, Greater London",SW1W9NF
1595838572,AcHeX0jPDa7Z1Gxn+2tDJA,"Little Berkeley","25 Lansdowne Row, Greater London",W1J8QN
1595838572,iqhnDiShquMF9uEE/MEdTg,"Boisdale of Belgravia","13-15 Eccleston Street, Greater London",SW1W9LX
1595838572,nc34ecj7Wckv02vHhL9urg,"Dragon Inn Club","16-18, Upper Tachbrook Street, Greater London",SW1V1SH
1595838572,fLB5yCcBShnkz87p2gDusQ,"The Athenaeum Club","107 Pall Mall, Greater London",SW1Y5ER
1595838572,WzXVOU0j/qWnE/LbEAimqQ,Preto,"72-73, Wilton Road, Greater London",SW1V1DE
1595838572,f7PeSn99z2z/vJqzESfOCA,"Aubaine Mayfair","31 Dover Street, Greater London",W1S4ND
1595838573,neOG0/jUgbDbxj8Q2PyTcA,"Sexy Fish","Berkeley Square House, Berkeley Square, Greater London",W1J6BR
1595838573,WcVD89yX+8ZDMhwBBWLCmw,"Benares Restaurant and Bar","12A Berkeley Square ",W1J6BS
1595838573,msYPYZdFKHXeU8G2O9TTLw,"MORRIS OF Bond Street LIMITED","15b, Clifford Street, Greater London",W1S4JZ
1595838573,gQZPOlHpszCbkhm8PzuS9g,"Royal Academy of Arts","6 Burlington Gardens, Greater London",W1S3ET
1595838573,1BL3TQ+A1xcH18X41v7ekw,"The Burlington Arms","21 Old Burlington Street, Greater London",W1S2JL
1595838573,IFTdR6OWGuB0wSELrjJg2Q,"The Conduit","40 Conduit Street, Greater London",W1S2YQ
1595838573,6s66EwH836xlPWbOOkagsA,"Real Eating Company Ltd","Ground Floor, 9A Vigo Street, Greater London",W1S3HJ
1595838573,B2A/v91Gnv+9NbU3J+eqkQ,"Heddon Street Kitchen","First Floor Front, 3-9 Heddon Street, Greater London",W1B4BE
1595838573,dOY9rWvAiUmC27xKL20j8A,"Ziggy Green","1 Heddon Street",W1B4BD
1595838573,o5h/oWMGQFsTQN1lNof3nw,"BENIHANA (U.K.) LIMITED","Part Basement and Ground Floor, 37-43 Sackville Street, Greater London",W1S3EH
1595838573,QflhfDdGl4ntVerTXiQKoQ,"Fallow Restaurant","10 Heddon Street, Greater London",W1B4BX
1595838573,rvf5tqTkirDc0+fEPHg8sQ,Sabor,"35-37, Heddon Street, Greater London",W1B4BR
1595838573,C22LGLwdWeBBL8XTeut08w,"Wasabi Sushi & Bento","42 Piccadilly, Greater London",W1J0DS
1595838573,yl6JP4iYhwd0IWg/DZFnew,"GAUCHO Piccadilly","25 Swallow street",W1B4QR
1595838573,GfvPDqRZQKlhWpMKgYxA5w,DELFINO,"121a, Mount Street, Greater London",W1K3NW
1595838573,7h0NItPmVirGFF1EXGwu8g,"FINOS RESTAURANT","123 Mount Street, Greater London",W1K3NP
1595838573,tGrBVJLpTp9f5mi0gk0Wsg,Veeraswamy,"99-101, Regent Street, Greater London",W1B4RS
1595838573,T/W7BLVIIiHoV04SqtYyxA,"Fishworks Swallow Street","7-9, Swallow Street, Greater London",W1B4DE
1595838573,ygY9huiDS4BKIX5JAJmATA,"S FIORI LTD T/A JAMAVAR","8 , MOUNT STREET",W1K3NF
1595838573,+PSzTydSLPL6wDdNeDDV4g,"SOHO Coffee Shops Limited Grosvenor St","10 Grosvenor Street, Greater London",W1K4QB
1595838573,HR6GCLGXM8EkJ0qAXWc2dA,Piccadilly,"35 Piccadilly, Greater London",W1J0DW
1595838573,d2nOLp+Z4Ib5YqoIlnmQpw,"SMD CONCEPTS LTD T/A BOMBAY BUSTLE","29 Maddox Street, Greater London",W1S2PA
1595838573,oKNaEWRJphW5CoHlVb78EQ,NOPI,"21-22, Warwick Street, Greater London",W1B5NE
1595838573,/cFOHQ0mPglYb+cmQ1K0Tg,"Sanctum Soho Hotel","20 Warwick Street, Greater London",W1B5NF
1595838573,6o5vlGqDwE3MqlphpeKADw,"CAFFE CONCERTO - PICCADILLY ","29-31, Piccadilly, Greater London",W1J0LF
1595838573,ldBud9oip2EUiMHwHionMg,"Hush Mayfair","8 Lancashire Court, Greater London",W1S1EY
1595838573,oYTw6bAIGPA6XbtjVjDuWQ,"Goodman Maddox","26 Maddox Street, Greater London",W1S1QH
1595838573,tTc+v2/SqSUYA3tVAu2ZtA,"The Allbright Mayfair","24 Maddox Street, Greater London",W1S1PP
1595838573,TTM6gCXRonFxGv6FUaQK8A,"CAFFE CONCERTO - REGENT STREET","79-81, Regent Street, Greater London",W1B4EG
1595838573,5WG6NS79pWm6hmEAfILbDw,"Brook Street Cafe","5-17 Brook Street",W1S1RQ
1595838573,MvGDkb6EJZ1jY0NNg12iKQ,"Bond Street Kitchen","5-17 Brook Street",W1S1RQ
1595838573,kBUOXPqyro2Ukjr5PCWxIQ,"Ergon Deli & Cafe","Ground Floor, 15 Maddox Street, Greater London",W1S2QQ
1595838573,nSuNZ2Q2UFzgWxRyXi+lTg,"Flat Iron Steak Soho","17 Beak Street, Greater London",W1F9RW
1595838573,nyABHvlISy9f4qTlIZp2mA,"Myungga Korean restaurant ","Ground Floor, 1 Kingly Street, Greater London",W1B5PA
1595838573,2xXdMDaVZ2MgZIwLqnT22A,"Two Floors","3 Kingly Street, Greater London",W1B5PD
1595838573,seN4jm68cIhkLDaiqZfdYQ,"Island Poke Soho","Basement and Ground Floor, 8 Kingly Street, Greater London",W1B5PQ
1595838573,ov3zITl0CGvKx8udRedcXA,"Le Bab","Le Bab, Top Floor, Kingly Court",W1B5PW
1595838573,bgjy1/Oa1Yl7x8nH7wdinw,"Club Mexicana","G1 Kingly Court",W1B5PW
1595838573,vSfcQmiA/vlfKbJfYgfzUg,"Detox Kitchen","10 Kingly Street, Greater London",W1B5PJ
1595838573,cuLWc4Hmh12v1ICRR862cw,"Sasook Ltd T/A Nala restaurant","Basement North and Ground Floor Nor, 1 Lower John Street, Greater London",W1F9DT
1595838573,KVZFeUUlsZuwl7gfwQyj2Q,Hawksmoor,"5a, Air Street, Greater London",W1J0AD
1595838573,eU9ix4fwMKJdBkogkx2BKw,"Whyte & Brown","Ground Floor Unit 2 and First Floor, Kingly Court, Greater London",W1B5PW
1595838573,szHuzUxPm9FeLLvtc2VVmg,"oka restaurant ","Second Floor Units 4 to 6,Kingly Co, Kingly Court, Greater London",W1B5PW
1595838573,0ztFU1E9ZueiykcmzYLYvQ,"Pizza Pilgrims Carnaby","First Floor Units 9,10 and 11,Kingl, Kingly Court, Greater London",W1B5PW
1595838573,i05r6lJdApJNcNPLP0c3nw,"Shoryu Carnaby Street Ltd","Ground Floor Unit 3-5, Kingly Court, Kingly Court, Greater London",W1B5PW
1595838573,I/LfweMnkuFGZ6w5DFTNuA,"Stax Diner","First Floor Units 1-3, Kingly Court, Kingly Court, Greater London",W1B5PW
1595838573,+mO+7aIfC5M2XwwarxQJKA,"Pollen Street Social","Pollen street social, 8-10 pollen street",W1S1NQ
1595838573,92b0q+wkI49JCxFOO74a5g,"Jinjuu Soho Limited","15 Kingly Street, Greater London",W1B5PS
1595838573,zoaTb/HwoPvC24D5R4xHCA,"SUNFLOWER KITCHEN","3 Pollen Street, Greater London",W1S1NA
1595838573,iWMWP9g1hh635MxtWn+xRA,Dehesa,"25 Ganton Street, Greater London",W1F9BP
1595838573,9RdSHrwcmiRlAfFfayk+RA,"Good Egg Soho","Unit G9, Kingly Court, Kingly Court, Greater London",W1B5PW
1595838573,SgLOCgu+ZYzpIKEysRxzfg,"Red Lion","10 Kingly Street",W1B5PR
1595838573,SjWU6jX/5HP+ITZgsnz+Xg,"Rosa's Thai Cafe","23a, Ganton Street, Greater London",W1F9BW
1595838573,MRaMulq33MdRURHW5RGylw,"5 Social","5 Social, 5 Pollen street",W1S1NE
1595838573,exz09rKmBbmlTSGcovXjFw,Mothermash,"26 Ganton Street, Greater London",W1F7QZ
1595838573,3sTvpRmZK6e4B83rWePnJg,"Dishoom Carnaby","22 Kingly Street, Greater London",W1B5QP
1595838573,5Tf1clyFSEmWfaBnZKs6oA,"Wright Brothers Soho","13 Kingly Court Kingly Street, Greater London",W1B5PW
1595838573,SR5iLz+t9vLyu2xB7EuSXg,"Dirty Bones","First Floor Unit 12 and Unit 13, 12 Kingly Court, Greater London",W1B5PW
1595838573,X+FR19syClg9Ue+lsubFdw,"Pix Pintxos","Basement and Ground Floor, 24 Ganton Street, Greater London",W1F7QY
1595838573,Uqzp1HtrtSHMGfoTcPJzIw,"Pastaio Restaurant ","19 Ganton Street, Greater London",W1F9BN
1595838573,81A9iqsCXI+E5luw5LXbBQ,"Patty and Bun","Basement and Ground Floor, 26 Kingly Street, Greater London",W1B5QD
1595838573,1yeXVRYiWdyCCbS52ArZjw,"The Diner Soho","18 Ganton Street, Greater London",W1F7BU
1595838573,7YY/5NAy22dUzqI9Y3/4uQ,"Folie ","37 Golden Square, Greater London",W1F9LB
1595838573,RYbHvoOpKjzHTUqWl8reUg,"Bancone, Golden Square","8-10 Lower James Street",W1F9EL
1595838573,aLN1AQUSr8UFAXYU6oHFlg,"Pure Beak Street","39 Beak Street, Greater London",W1F9SA
1595838573,LZS8m5HdY7fmSaxhl86q5A,"Polpo Soho","41 Beak Street, Greater London",W1F9SB
1595838573,OpF/OHwoBtMT1shBYlwciw,"Scott's restaurant","20 Mount Street, Mayfair",W1K2HE
1595838574,pxK2/wT3AQ2MCkS75znWuA,Richoux,"41a, South Audley Street, Greater London",W1K2PS
1595838574,1tji3CN5S8sABuH7avpHYg,"34 Mayfair","34 Grosvenor Square, Greater London",W1K2HD
1595838574,vmDhg36yh+gf09M18bvddA,"Kai Mayfair Limtied","65 South Audley Street, Greater London",W1K2QU
1595838574,aBiSSjLP++L53Ejwlh6enA,"Gordon Ramsay Bar & Grill","10-13, Grosvenor Square",W1K6JP
1595838574,bqbYoZMUTbXxq8QSgqlHyQ,"Park Lane Market","JW Marriott Grosvenor House Hotel",W1K7TN
1595838574,9NuX0I+QaWvjedoGxNdRXA,"JW Steakhouse","JW Marriott Grosvenor House Hotel",W1K7TN
1595838574,kmxkt6p0TzLgpeN5+EdBnw,"Savile Club","69 Brook Street, Greater London",W1K4ER
1595838574,RTDsd+F9HXxtTIcnuNzAYA,NAC,"41 North Audley Street, Greater London",W1K6ZP
1595838574,X/4mzVgL5hin8cPYcJNv3w,"Park Lane Food Ltd","48 Park Lane, Greater London",W1K1PR
1595838574,1oQGTDJdzpLNRSdK0sSlwQ,"Roka Mayfair","30 North Audley Street, Greater London",W1K6ZF
1595838574,RMf0tCeR9q/ojjr5l0IMYA,"Katsute100 at Mercato Metropolitano ","St Mark's Church, North Audley Street, Greater London",W1K6ZA
1595838574,HHynHLKnVy6PrwUjG6OeoQ,"PAD THAI HOUSE","St. Mark's Church, North Audley Street",W1K6ZA
1595838574,s4CecRoZHVSwV8gfKf/Kiw,"Comptoir Cafe and Wine ","Comptoir Cafe & Wine, 21-22,  Weighhouse St",W1K5LU
1595838574,75qYRXuSNqORZcLLRP7DdQ,"Spaghetti House","74-76, Duke Street, Greater London",W1K6JZ
1595838574,Fs3MHRNfy927oNZYs7lNXg,"Fernandez & Wells ","55 Duke Street, Greater London",W1K5NR
1595838574,Kp0KN40Xa28GW6yu6AF2CA,"Burger & Lobster","26 Binney Street, Greater London",W1K5BL
1595838574,3/JuOMF7v7I4DZeemiuRLg,"Wasabi Sushi & Bento","Unit 10-11, West One Shopping Centre",W1K5JN
1595838574,pdt1x355ZfYexYDrWPR9jA,"CAFFE CONCERTO - SOUTH MOLTON","Basement to Second Floor, 28 South Molton Street, Greater London",W1K5RF
1595838574,onP6TaAgrQctFdzewK5SPw,"CHISOU SUSHI IZAKAYA","22 Woodstock Street, Greater London",W1C2AR
1595838574,hUcnSp1TfyByCCvXLsrihg,"Subway (Sedley Place)","3-4 Sedley Place, Greater London",W1C2HA
1595838574,fxjYRAg01W6WBQFU5KUlXA,"Spaghetti House","12 Woodstock Street, Greater London",W1C2AF
1595838574,M3vpNmTGBdeQ20XP8uzLFw,"Busaba St Christopher's Place","8-13 Bird Street, Greater London",W1U1BU
1595838574,QKqci7/HyYaLJkvRZHJpKg,"Masala Zone Selfridges","400 Oxford Street, Greater London",W1A1AB
1595838574,YSPEWftnmr0tZ0TDGbRizg,"Elan Speciality Coffee Limited","400 Oxford Street, Greater London",W1A1AB
1595838574,J5yNfP5rcgodcdRsmyNyXQ,"Brasserie of Light","400 Oxford Street, Greater London",W1A1AB
1595838574,ekHNrN5MkgZf/GeRmgeMiQ,Cube,"4 Blenheim Street, Greater London",W1S1LB
1595838574,h4PrDjS/7pS5CYRLvWynfg,"OSTERIA AMBROSIA","Basement and Ground Floor, 22 James Street, Greater London",W1U1EJ
1595838574,lClGUF49EVvVWS9GX6YwJA,"Angus Steakhouses","10 WOODSTOCK STREET",W1C2AD
1595838574,yuN7DFP3vz7wwYCw4L/5uA,"Euphorium Bakery 23 Barrett Street","23 Barrett Street, Greater London",W1U1BF
1595838574,uJUd6Qfl8el1X6Eqwb6ZgQ,Feya,"23 James Street, Greater London",W1U1DT
1595838574,pqOuhDky4G70vp5c63bRcg,"Burlock & FAM","31 Duke Street, Greater London",W1U1LG
1595838574,XjKuMhQXXMx6zit9BzqRrQ,"DYCE ","27 James Street, Greater London",W1U1DX
1595838574,9hfba2qtEaQI2t3aUzRw9Q,"Amjadia Restaurant ","Basement and Ground Floor, 15 Picton Place, Greater London",W1U1BW
1595838574,+9L1++3iJiIZzQMqkWoI/g,"Ping Pong St. Christopher's Place","29a, James Street, Greater London",W1U1DZ
1595838574,GISTfPnIgz67UKy7m7vRRA,"Harrys Bar James Street","34 James Street, Greater London",W1U1ER
1595838574,PGURgvTZ8iMimeX14vOT2g,"CAFE DE PIERRE - OXFORD STREET","BASEMENT-DEBENHAMS, 334-348 OXFORD STREET",W1C1JG
1595838574,hL+x76wFBmqa16HImti9lw,Marylebone,"5 Picton Place, Greater London",W1U1BL
1595838574,vJaUwNVnVxcVb5Za12dNgw,"Oriental Club (1824) Limited","11 Stratford Place, Greater London",W1C1ES
1595838574,0wllXYFk4t4AjHTZxR/agg,"Bone Daddies","46-48, James Street, Greater London",W1U1HA
1595838574,SN5CSrMmZnNciT7zhE9lZg,"Curry House CoCo Ichibanya - James Street","39 James Street",W1U1EB
1595838574,qmQuckd/CiNrjYlYrte8cQ,Olivelli,"9 St. Christophers Place, Greater London",W1U1NE
1595838574,V7tfcRL7m3vJy3uNvs5A+g,"Patty and Bun","Basement and Ground Floor, 54 James Street, Greater London",W1U1HE
1595838574,P3KJrDask9Pd3PJj1gGg0Q,"CHAPEL PLACE RESTAURANT LIMITED","3 Chapel Place, Greater London",W1G0BG
1595838574,uQADEbVV63QeYPJnIRIEpg,"Hoppers Marylebone","77 Wigmore Street, Greater London",W1U1QE
1595838574,O2daagObCj3WVB6eRJ41Bg,"Ole & Steen Wigmore St","Unit 1, 71-73 Wigmore Street, Greater London",W1U1QA
1595838574,4EShCJdtWV7l55rXUEx7fQ,"SOHO Coffee Shops Limited Wigmore St","106-108 Wigmore Street, Greater London",W1U3RW
1595838574,F4/nUb0rQGrlsOmDuvIo8g,"Comptoir Wigmore","65 Wigmore Street, Greater London",W1U1JT
1595838574,OzG7F1KGtMCFHKNSaO8bGQ,"Subway (Harewood Place)","5 Harewood Place",W1S1BU
1595838574,vX9KUPFTegsLn8c4Mh/lyw,"Levant Restaurant","Jason Court, 76 Wigmore Street",W1U2SJ
1595838574,LNJhBtJOovRZmzV1eLhQow,"Huffkins at John Lewis Oxford St","300 Oxford Street, Greater London",W1C1DX
1595838574,lsgAPN4Q4zYSdYE+PHEFfw,"28-50 Wine Workshop & Kitchen ","15-17, Marylebone Lane, Greater London",W1U2NE
1595838574,XT+0bXbdx/deUFuJPLkgYg,"Delamina Marylebone","56-58 Marylebone Lane, Greater London",W1U2NX
1595838574,NWomOdU0xvGu43cqMG8FZA,"Cock & Lion Pub","62 Wigmore Street, Greater London",W1U2SA
1595838574,MlMuZO4qxQ3zu3zkHQk7+Q,"Royal Society of Medicine","1 Wimpole Street, Greater London",W1G0AE
